tender_id,buyer_id,buyer_name,tender_title,category,sub_category,location,state,estimated_value_inr,procurement_method,award_criteria,publication_date,submission_deadline,technical_evaluation_date,financial_evaluation_date,award_date,contract_duration_days,status
T463,B07,Education Engineering Directorate,Lift Irrigation Scheme for Education Engineering Directorate at Ambala,Water & Sanitation,Lift Irrigation Scheme,Ambala,Himachal Pradesh,157124253,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-09-09 11:30:00,2024-10-06 04:30:00,2024-10-15,2024-10-19,2024-10-26,365,AWARDED
T464,B08,State Electricity Board Ltd (HPSEBL),Solar Microgrid 500kW for State Electricity Board Ltd (HPSEBL) at Panchkula,Electrical & Energy,Solar Microgrid 500kW,Panchkula,Himachal Pradesh,101435040,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-09-09 11:30:00,2024-10-03 04:30:00,2024-10-07,2024-10-14,2024-10-21,180,AWARDED
T465,B01,Public Works Department (PWD) - Roads Division,Bridge Construction for Public Works Department (PWD) at Dehradun,Road Infrastructure,Bridge Construction,Dehradun,Himachal Pradesh,36610969,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-09-10 11:30:00,2024-10-09 04:30:00,2024-10-17,2024-10-23,2024-10-26,365,AWARDED
T466,B02,National Highways Authority of India (NHAI) - RO Shimla,Administrative Complex for National Highways Authority of India (NHAI) at Haridwar,Civil Construction,Administrative Complex,Haridwar,Himachal Pradesh,60889933,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-09-11 11:30:00,2024-10-04 04:30:00,2024-10-13,2024-10-18,2024-10-28,240,AWARDED
T467,B03,Municipal Corporation Solan - Works Wing,Stormwater Drainage Network for Municipal Corporation Solan at Jaipur,Water & Sanitation,Stormwater Drainage Network,Jaipur,Himachal Pradesh,155306264,Limited Tender,Lowest Evaluated Responsive Bid (L1),2024-09-13 11:30:00,2024-10-18 04:30:00,2024-10-25,2024-10-30,2024-11-06,540,AWARDED
T468,B04,Rural Development & Panchayati Raj Dept,Substation 33/11kV for Rural Development & Panchayati Raj Dept at New Delhi,Electrical & Energy,Substation 33/11kV,New Delhi,Himachal Pradesh,5940827,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-09-16 11:30:00,2024-10-20 04:30:00,2024-10-29,2024-11-04,2024-11-12,90,AWARDED
T469,B05,State Health Infrastructure Development Agency,Bridge Construction for State Health Infrastructure Development Agency at Shimla,Road Infrastructure,Bridge Construction,Shimla,Himachal Pradesh,13591445,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-09-16 11:30:00,2024-10-18 04:30:00,2024-10-25,2024-10-30,2024-11-02,365,AWARDED
T470,B06,Jal Shakti / State Water & Sewerage Board,Community Health Center for Jal Shakti / State Water & Sewerage Board at Solan,Civil Construction,Community Health Center,Solan,Himachal Pradesh,164223606,Limited Tender,Lowest Evaluated Responsive Bid (L1),2024-09-17 11:30:00,2024-10-23 04:30:00,2024-11-01,2024-11-08,2024-11-17,540,AWARDED
T471,B07,Education Engineering Directorate,Sewage Treatment Plant for Education Engineering Directorate at Mandi,Water & Sanitation,Sewage Treatment Plant,Mandi,Himachal Pradesh,135488419,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-09-18 11:30:00,2024-10-11 04:30:00,2024-10-21,2024-10-28,2024-11-02,180,AWARDED
T472,B08,State Electricity Board Ltd (HPSEBL),Solar Microgrid 500kW for State Electricity Board Ltd (HPSEBL) at Dharamshala,Electrical & Energy,Solar Microgrid 500kW,Dharamshala,Himachal Pradesh,19432711,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-09-19 11:30:00,2024-10-20 04:30:00,2024-10-25,2024-10-31,2024-11-04,180,AWARDED
T473,B01,Public Works Department (PWD) - Roads Division,Highway Widening for Public Works Department (PWD) at Chandigarh,Road Infrastructure,Highway Widening,Chandigarh,Himachal Pradesh,18932310,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-09-20 11:30:00,2024-10-17 04:30:00,2024-10-21,2024-10-27,2024-11-05,240,AWARDED
T474,B02,National Highways Authority of India (NHAI) - RO Shimla,Govt Senior School for National Highways Authority of India (NHAI) at Mohali,Civil Construction,Govt Senior School,Mohali,Himachal Pradesh,141125393,Limited Tender,Lowest Evaluated Responsive Bid (L1),2024-09-23 11:30:00,2024-10-25 04:30:00,2024-11-01,2024-11-04,2024-11-09,240,AWARDED
T475,B03,Municipal Corporation Solan - Works Wing,Lift Irrigation Scheme for Municipal Corporation Solan at Ludhiana,Water & Sanitation,Lift Irrigation Scheme,Ludhiana,Himachal Pradesh,58433695,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-09-23 11:30:00,2024-10-20 04:30:00,2024-10-30,2024-11-05,2024-11-15,540,AWARDED
T476,B04,Rural Development & Panchayati Raj Dept,HT Transmission Line for Rural Development & Panchayati Raj Dept at Ambala,Electrical & Energy,HT Transmission Line,Ambala,Himachal Pradesh,14470695,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-09-24 11:30:00,2024-10-19 04:30:00,2024-10-23,2024-10-30,2024-11-09,365,AWARDED
T477,B05,State Health Infrastructure Development Agency,Rural Road Upgrade for State Health Infrastructure Development Agency at Panchkula,Road Infrastructure,Rural Road Upgrade,Panchkula,Himachal Pradesh,55165718,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-09-26 11:30:00,2024-10-29 04:30:00,2024-11-02,2024-11-08,2024-11-17,540,AWARDED
T478,B06,Jal Shakti / State Water & Sewerage Board,Community Health Center for Jal Shakti / State Water & Sewerage Board at Dehradun,Civil Construction,Community Health Center,Dehradun,Himachal Pradesh,88421812,Limited Tender,Lowest Evaluated Responsive Bid (L1),2024-09-27 11:30:00,2024-11-01 04:30:00,2024-11-07,2024-11-14,2024-11-24,540,AWARDED
T479,B07,Education Engineering Directorate,Lift Irrigation Scheme for Education Engineering Directorate at Haridwar,Water & Sanitation,Lift Irrigation Scheme,Haridwar,Himachal Pradesh,34240233,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-09-30 11:30:00,2024-11-05 04:30:00,2024-11-14,2024-11-21,2024-11-24,240,AWARDED
T480,B08,State Electricity Board Ltd (HPSEBL),Smart Metering System for State Electricity Board Ltd (HPSEBL) at Jaipur,Electrical & Energy,Smart Metering System,Jaipur,Himachal Pradesh,166567007,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-09-30 11:30:00,2024-11-05 04:30:00,2024-11-12,2024-11-15,2024-11-21,90,AWARDED
T481,B01,Public Works Department (PWD) - Roads Division,Highway Widening for Public Works Department (PWD) at New Delhi,Road Infrastructure,Highway Widening,New Delhi,Himachal Pradesh,90125216,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-10-01 11:30:00,2024-11-05 04:30:00,2024-11-09,2024-11-13,2024-11-22,365,AWARDED
T482,B02,National Highways Authority of India (NHAI) - RO Shimla,Govt Senior School for National Highways Authority of India (NHAI) at Shimla,Civil Construction,Govt Senior School,Shimla,Himachal Pradesh,168092807,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-10-02 11:30:00,2024-10-29 04:30:00,2024-11-05,2024-11-09,2024-11-19,180,AWARDED
T483,B03,Municipal Corporation Solan - Works Wing,Rural Water Supply Pipeline for Municipal Corporation Solan at Solan,Water & Sanitation,Rural Water Supply Pipeline,Solan,Himachal Pradesh,69921378,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-10-03 11:30:00,2024-11-03 04:30:00,2024-11-10,2024-11-16,2024-11-19,180,AWARDED
T484,B04,Rural Development & Panchayati Raj Dept,Solar Microgrid 500kW for Rural Development & Panchayati Raj Dept at Mandi,Electrical & Energy,Solar Microgrid 500kW,Mandi,Himachal Pradesh,162277245,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-10-07 11:30:00,2024-11-10 04:30:00,2024-11-19,2024-11-23,2024-12-02,180,AWARDED
T485,B05,State Health Infrastructure Development Agency,Rural Road Upgrade for State Health Infrastructure Development Agency at Dharamshala,Road Infrastructure,Rural Road Upgrade,Dharamshala,Himachal Pradesh,59537718,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-10-07 11:30:00,2024-11-09 04:30:00,2024-11-16,2024-11-22,2024-11-28,365,AWARDED
T486,B06,Jal Shakti / State Water & Sewerage Board,District Sports Stadium for Jal Shakti / State Water & Sewerage Board at Chandigarh,Civil Construction,District Sports Stadium,Chandigarh,Himachal Pradesh,74020193,Limited Tender,Lowest Evaluated Responsive Bid (L1),2024-10-07 11:30:00,2024-11-10 04:30:00,2024-11-14,2024-11-19,2024-11-22,540,AWARDED
T487,B07,Education Engineering Directorate,Rural Water Supply Pipeline for Education Engineering Directorate at Mohali,Water & Sanitation,Rural Water Supply Pipeline,Mohali,Himachal Pradesh,68960729,Limited Tender,Lowest Evaluated Responsive Bid (L1),2024-10-09 11:30:00,2024-11-07 04:30:00,2024-11-14,2024-11-20,2024-11-29,180,AWARDED
T488,B08,State Electricity Board Ltd (HPSEBL),HT Transmission Line for State Electricity Board Ltd (HPSEBL) at Ludhiana,Electrical & Energy,HT Transmission Line,Ludhiana,Himachal Pradesh,84350693,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-10-10 11:30:00,2024-11-03 04:30:00,2024-11-09,2024-11-15,2024-11-18,540,AWARDED
T489,B01,Public Works Department (PWD) - Roads Division,Highway Widening for Public Works Department (PWD) at Ambala,Road Infrastructure,Highway Widening,Ambala,Himachal Pradesh,111871641,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-10-11 11:30:00,2024-11-08 04:30:00,2024-11-15,2024-11-18,2024-11-22,240,AWARDED
T490,B01,Public Works Department (PWD) - Roads Division,"Maintenance & Resurfacing Package A - Sector 4, Panchkula",Civil Construction,Community Health Center,Panchkula,Himachal Pradesh,4820000,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-02-06 11:30:00,2023-03-02 04:30:00,2023-03-07,2023-03-14,2023-03-21,365,AWARDED
T491,B03,Municipal Corporation Solan - Works Wing,Lift Irrigation Scheme for Municipal Corporation Solan at Dehradun,Water & Sanitation,Lift Irrigation Scheme,Dehradun,Himachal Pradesh,134476447,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-10-14 11:30:00,2024-11-17 04:30:00,2024-11-24,2024-11-28,2024-12-06,540,AWARDED
T492,B04,Rural Development & Panchayati Raj Dept,Substation 33/11kV for Rural Development & Panchayati Raj Dept at Haridwar,Electrical & Energy,Substation 33/11kV,Haridwar,Himachal Pradesh,81248602,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-10-15 11:30:00,2024-11-09 04:30:00,2024-11-18,2024-11-24,2024-12-04,180,AWARDED
T493,B05,State Health Infrastructure Development Agency,Rural Road Upgrade for State Health Infrastructure Development Agency at Jaipur,Road Infrastructure,Rural Road Upgrade,Jaipur,Himachal Pradesh,69224577,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-10-16 11:30:00,2024-11-07 04:30:00,2024-11-14,2024-11-18,2024-11-28,90,AWARDED
T494,B06,Jal Shakti / State Water & Sewerage Board,District Sports Stadium for Jal Shakti / State Water & Sewerage Board at New Delhi,Civil Construction,District Sports Stadium,New Delhi,Himachal Pradesh,155745037,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-10-18 11:30:00,2024-11-16 04:30:00,2024-11-20,2024-11-27,2024-12-06,90,AWARDED
T495,B07,Education Engineering Directorate,Lift Irrigation Scheme for Education Engineering Directorate at Shimla,Water & Sanitation,Lift Irrigation Scheme,Shimla,Himachal Pradesh,16266963,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-10-21 11:30:00,2024-11-25 04:30:00,2024-12-01,2024-12-05,2024-12-08,540,AWARDED
T496,B08,State Electricity Board Ltd (HPSEBL),Solar Microgrid 500kW for State Electricity Board Ltd (HPSEBL) at Solan,Electrical & Energy,Solar Microgrid 500kW,Solan,Himachal Pradesh,28200260,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-10-21 11:30:00,2024-11-13 04:30:00,2024-11-18,2024-11-25,2024-12-05,240,AWARDED
T497,B01,Public Works Department (PWD) - Roads Division,Highway Widening for Public Works Department (PWD) at Mandi,Road Infrastructure,Highway Widening,Mandi,Himachal Pradesh,50610518,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-10-22 11:30:00,2024-11-25 04:30:00,2024-12-04,2024-12-10,2024-12-17,90,AWARDED
T498,B02,National Highways Authority of India (NHAI) - RO Shimla,Community Health Center for National Highways Authority of India (NHAI) at Dharamshala,Civil Construction,Community Health Center,Dharamshala,Himachal Pradesh,45392656,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-10-23 11:30:00,2024-11-20 04:30:00,2024-11-27,2024-12-01,2024-12-09,90,AWARDED
T499,B03,Municipal Corporation Solan - Works Wing,Stormwater Drainage Network for Municipal Corporation Solan at Chandigarh,Water & Sanitation,Stormwater Drainage Network,Chandigarh,Himachal Pradesh,50473313,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2024-10-24 11:30:00,2024-11-23 04:30:00,2024-11-28,2024-12-03,2024-12-06,365,AWARDED
T500,B04,Rural Development & Panchayati Raj Dept,Substation 33/11kV for Rural Development & Panchayati Raj Dept at Mohali,Electrical & Energy,Substation 33/11kV,Mohali,Himachal Pradesh,37759276,Limited Tender,Lowest Evaluated Responsive Bid (L1),2024-10-28 11:30:00,2024-12-03 04:30:00,2024-12-11,2024-12-14,2024-12-18,240,AWARDED
